date,time,open,high,low,close,amount,vol
2025-7-28,14:14:0,2.1,2.1,2.099,2.1,2214239.0,10544.0
2025-7-28,14:15:0,2.1,2.1,2.099,2.099,1925055.0,9167.0
2025-7-28,14:16:0,2.1,2.1,2.099,2.1,1574268.0,7497.0
2025-7-28,14:17:0,2.1,2.1,2.099,2.1,947724.0,4513.0
2025-7-28,14:18:0,2.1,2.1,2.099,2.1,3554871.0,16928.0
2025-7-28,14:19:0,2.1,2.1,2.099,2.1,2717597.0,12941.0
2025-7-28,14:20:0,2.1,2.1,2.099,2.099,645476.0,3074.0
2025-7-28,14:21:0,2.1,2.1,2.099,2.1,1198070.0,5707.0
2025-7-28,14:22:0,2.099,2.1,2.099,2.099,537956.0,2562.0
2025-7-28,14:23:0,2.1,2.1,2.099,2.1,587569.0,2798.0
2025-7-28,14:24:0,2.1,2.1,2.099,2.099,228053.0,1086.0
2025-7-28,14:25:0,2.1,2.1,2.099,2.099,2110737.0,10053.0
2025-7-28,14:26:0,2.1,2.1,2.099,2.099,131239.0,625.0
2025-7-28,14:27:0,2.1,2.1,2.099,2.099,4684157.0,22316.0
2025-7-28,14:28:0,2.098,2.099,2.098,2.099,208758.0,995.0
2025-7-28,14:29:0,2.098,2.099,2.098,2.098,372413.0,1775.0
2025-7-28,14:30:0,2.099,2.099,2.098,2.099,382966.0,1825.0
2025-7-28,14:31:0,2.098,2.099,2.098,2.099,794452.0,3786.0
2025-7-28,14:32:0,2.099,2.099,2.098,2.098,765457.0,3647.0
2025-7-28,14:33:0,2.099,2.099,2.098,2.099,477291.0,2274.0
2025-7-28,14:34:0,2.098,2.099,2.098,2.099,423569.0,2018.0
2025-7-28,14:35:0,2.099,2.099,2.098,2.098,433599.0,2066.0
2025-7-28,14:36:0,2.099,2.099,2.098,2.099,6611895.0,31515.0
2025-7-28,14:37:0,2.098,2.099,2.098,2.099,1656616.0,7895.0
2025-7-28,14:38:0,2.099,2.099,2.098,2.099,570020.0,2716.0
2025-7-28,14:39:0,2.098,2.099,2.098,2.099,830206.0,3957.0
2025-7-28,14:40:0,2.099,2.099,2.098,2.098,645645.0,3076.0
2025-7-28,14:41:0,2.099,2.099,2.098,2.099,431982.0,2059.0
2025-7-28,14:42:0,2.098,2.099,2.098,2.098,243170.0,1159.0
2025-7-28,14:43:0,2.098,2.099,2.098,2.098,160770.0,766.0
2025-7-28,14:44:0,2.099,2.099,2.098,2.099,1131355.0,5391.0
2025-7-28,14:45:0,2.098,2.099,2.098,2.099,1204811.0,5740.0
2025-7-28,14:46:0,2.099,2.099,2.098,2.099,4078946.0,19433.0
2025-7-28,14:47:0,2.099,2.099,2.098,2.098,1477936.0,7042.0
2025-7-28,14:48:0,2.098,2.099,2.098,2.099,800547.0,3814.0
2025-7-28,14:49:0,2.099,2.099,2.099,2.099,2292525.0,10922.0
2025-7-28,14:50:0,2.098,2.099,2.098,2.099,1885349.0,8983.0
2025-7-28,14:51:0,2.099,2.099,2.099,2.099,3950065.0,18819.0
2025-7-28,14:52:0,2.099,2.099,2.098,2.098,1346905.0,6417.0
2025-7-28,14:53:0,2.099,2.099,2.098,2.099,2586543.0,12324.0
2025-7-28,14:54:0,2.099,2.099,2.098,2.099,1039859.0,4955.0
2025-7-28,14:55:0,2.098,2.099,2.098,2.099,3271637.0,15588.0
2025-7-28,14:56:0,2.099,2.099,2.098,2.099,1174783.0,5597.0
2025-7-28,14:57:0,2.099,2.099,2.098,2.099,3177878.0,15141.0
2025-7-28,14:58:0,2.099,2.099,2.098,2.098,2761847.0,13158.0
2025-7-28,14:59:0,2.099,2.099,2.097,2.098,11176033.0,53265.0
2025-7-29,9:30:0,2.099,2.1,2.096,2.099,34367032.0,163782.0
2025-7-29,9:31:0,2.098,2.099,2.098,2.098,7675736.0,36580.0
2025-7-29,9:32:0,2.099,2.099,2.098,2.099,574491.0,2738.0
2025-7-29,9:33:0,2.098,2.099,2.098,2.098,1565767.0,7462.0
2025-7-29,9:34:0,2.098,2.099,2.098,2.099,6022269.0,28704.0
2025-7-29,9:35:0,2.098,2.099,2.097,2.098,3179692.0,15156.0
2025-7-29,9:36:0,2.097,2.098,2.097,2.098,2504755.0,11940.0
2025-7-29,9:37:0,2.098,2.098,2.097,2.097,1805087.0,8607.0
2025-7-29,9:38:0,2.097,2.098,2.097,2.097,2217315.0,10571.0
2025-7-29,9:39:0,2.098,2.098,2.097,2.098,1142623.0,5448.0
2025-7-29,9:40:0,2.098,2.098,2.096,2.096,5513296.0,26294.0
2025-7-29,9:41:0,2.096,2.097,2.096,2.097,4012796.0,19144.0
2025-7-29,9:42:0,2.097,2.097,2.096,2.096,3853701.0,18378.0
2025-7-29,9:43:0,2.096,2.097,2.096,2.096,1167008.0,5566.0
2025-7-29,9:44:0,2.097,2.097,2.096,2.097,893539.0,4263.0
2025-7-29,9:45:0,2.096,2.097,2.096,2.097,243000.0,1159.0
2025-7-29,9:46:0,2.096,2.097,2.096,2.097,281506.0,1343.0
2025-7-29,9:47:0,2.097,2.097,2.096,2.097,248268.0,1184.0
2025-7-29,9:48:0,2.097,2.097,2.096,2.097,391786.0,1869.0
2025-7-29,9:49:0,2.097,2.097,2.096,2.097,570767.0,2722.0
2025-7-29,9:50:0,2.097,2.097,2.096,2.096,138783.0,662.0
2025-7-29,9:51:0,2.097,2.097,2.096,2.096,912551.0,4353.0
2025-7-29,9:52:0,2.097,2.097,2.096,2.096,115950.0,553.0
2025-7-29,9:53:0,2.096,2.097,2.096,2.096,1125984.0,5372.0
2025-7-29,9:54:0,2.096,2.097,2.096,2.096,3267056.0,15587.0
2025-7-29,9:55:0,2.097,2.097,2.096,2.097,348359.0,1662.0
2025-7-29,9:56:0,2.096,2.097,2.095,2.096,10206779.0,48704.0
2025-7-29,9:57:0,2.096,2.096,2.095,2.096,2420910.0,11555.0
2025-7-29,9:58:0,2.096,2.096,2.095,2.095,3511885.0,16763.0
2025-7-29,9:59:0,2.095,2.096,2.095,2.095,574064.0,2740.0
2025-7-29,10:0:0,2.096,2.096,2.095,2.096,1109383.0,5295.0
2025-7-29,10:1:0,2.095,2.095,2.094,2.094,8221120.0,39245.0
2025-7-29,10:2:0,2.095,2.095,2.094,2.095,559393.0,2671.0
2025-7-29,10:3:0,2.095,2.095,2.094,2.095,410694.0,1961.0
2025-7-29,10:4:0,2.095,2.095,2.094,2.095,1146666.0,5474.0
2025-7-29,10:5:0,2.095,2.095,2.094,2.095,411589.0,1965.0
2025-7-29,10:6:0,2.095,2.095,2.094,2.095,1700456.0,8117.0
2025-7-29,10:7:0,2.095,2.096,2.094,2.096,4713635.0,22499.0
2025-7-29,10:8:0,2.096,2.096,2.095,2.096,293431.0,1400.0
2025-7-29,10:9:0,2.095,2.096,2.095,2.096,697747.0,3329.0
